form,doc,before,keyword,after,anchor
species,casanatensis,cu2um uero scribitur n¯non est sed,species,dici potest hoc etia2am et in,w727
species,casanatensis,figura casus ï secundu2um priscianu2um quinq;que,species,genus numerus figura casus ï species,w4134
species,casanatensis,species genus numerus figura casus ï,species,ta2am ŋproprioru2um quam appellatiuoru2um nominu2um aut,w4149
species,casanatensis,montanus sub ¢quibus specieb;bus multæ aliæ,species,sunt ï propria qualitas extra natura2am,w4251
species,casanatensis,propria qualitas separatim secundu2um grecos duas,species,cognomen et agnomen ï secundu2um latinos,w4705
species,casanatensis,"in ¢quib;bus sunt quattuor istæ ŋproprioru2umThe three final graphemes (""r"", ""u"" and the ""2""-like abbreviation mark above the ""u"") have been added above the line.",species,sunt in quib;bus tres ex his,w5697
species,casanatensis,his accidentiis numerantur non putentur plus,species,propriæ qualitatis qm¯quoniam quod plus est,w6012
species,casanatensis,qm¯quoniam in multis tenetur unus appellatiuoru2um,species,"sunt xxxiiiiIn the ensuing list in Ursus, I count no less than 40 types (42 if we include ""primitiuae"" and ""deriuatiuae"").
	The source, Priscian, Ars grammatica, K 2.59.9, does not mention the number of the species,
	but simply writes: ""Appellatiuorum multae sunt species"". quaru2um alie st¯sunt co2ommunes",w6570
species,casanatensis,regula2am notha qualitatis quantitatis est corporalis,species,in appellatiuis quæ uideri ul¯uel tangi,w6819
species,casanatensis,et in ŋpropriis ut petrus incorporalis,species,est quæ caret corpore unde nec,w6870
species,casanatensis,et magnus ciuis synonyma ul¯uel polyonyma,species,est in qua in plurimis nominibus,w7158
species,casanatensis,tetronyma qd¯quod in ŋpropriis fit adiectiua,species,est quæ ŋpropriis uel appellatiuis adicitur,w7305
species,casanatensis,"quæ2em admodu2umStrangely enough, ""em"" here is abbreviated with ""e caudatum"" and the ""2"" abbreviation sign. Also, while we tend to write ""quemadmodum"" as one word, and as such I am encoding it at the Lingustic Layer, the scribe spells it as two words, with a graphical space in between: ""quem"" ""admodum"". In consideration of the fact that the scribe often writes ""ad"" with no space after it, it might also be that the scribe is writing this expression as three separate words: ""quem"", ""ad"" and ""modum"". p¯predicta co2ommunia sumitur hæc adiectiua",species,uel ab animi qualitate ul¯uel quantitate,w7542
species,casanatensis,ut diues felix ad ali¢quid dicta,species,est qųquæ sine intellectu illius ad,w7629
species,casanatensis,þpersonas refertur quasi ad ali¢quid dicta,species,est qua2am alii ad ali¢quid quoda2ammodo,w7779
species,casanatensis,ab italia samnitis a samnio interrogatiua,species,÷est quæ cu2um interrogatione ŋprofertur ut,w8238
species,casanatensis,quotus cu2um seruant suos accentus infinita,species,est interrogatiuæ contraria quæ et relatiua,w8289
species,casanatensis,qualitatem neq;que qųquantitate2em posst¯sunt ostendere collectiua,species,est quæ in singulari numero multitudinem,w8499
species,casanatensis,multitudinem significat ut populus plebs diuidua,species,est quæ a duob;bus uel amplioribus,w8535
species,casanatensis,singuli bini terni centeni ł facticia,species,est quæ a ŋproprietate sonoru2um þper,w8616
species,casanatensis,facta est ut tintinnabulu2um turtur generalis,species,est quæ potest diuidi in diuersas,w8658
species,casanatensis,est quæ potest diuidi in diuersas,species,multaru2um eni2im reru2um uocabulu2um ee¯esse potest,w8679
species,casanatensis,¢quic¢quid sp¯spiritu continetur dici potest hæc,species,semþper a generalitate in specialem forma2am,w8880
species,casanatensis,et non similibus facturis generalis e¯est,species,specialis est unius facturæ nomen ut,w8928
species,casanatensis,diuidi potest in specialibus plurimis ordinalis,species,est quæ n¯non totum numeru2um in,w9042
species,casanatensis,quinquangulu2um sexangulum et similia ł numeralis,species,est quæ integru2um totu2um demonstrat numeru2um,w11715
species,casanatensis,et nongenti mille n¯non declinantur absoluta,species,est quæ þper se intellegitur n¯non,w11937
species,casanatensis,nominis coniunctione ut ds¯deus ratio temporalis,species,est quæ tempus significat ut mensis,w11982
species,casanatensis,significat ut mensis dies annus localis,species,est quæ locu2um significat ut ŋproximus,w12012
species,casanatensis,ŋproximus longinquus medioximus omnes hæ appellatiuoru2um,species,fere co2ommunes st¯sunt tam primitiuoru2um qua2am,w12048
species,casanatensis,deriuatiuoru2um seorsu2um aut¯tem deriuatiua nomina habent,species,de ¢quib;bus singulis subter tractabimus patronymica,w12087
species,casanatensis,de ¢quib;bus singulis subter tractabimus patronymica,species,est quæ deriuatur a ŋpropriis nominibus,w12108
species,casanatensis,eacides eaci filius uel nepos hæc,species,maxime poetaru2um est þper qua2am specie2em,w12204
species,casanatensis,ŋpropria ut bacchis doris pythias possessiua,species,est quæ cu2um genitiuo primitiui ostendit,w14385
species,casanatensis,sed ad oms¯omnes res þpertinet possessiua,species,aut a nominibus deriuatur ut cæsar,w14817
species,casanatensis,apud latinos ideo hæc posuimus inter,species,possessiuorum sciendu2um quod deriuatiuoru2um in is,w19830
species,casanatensis,formæ st¯sunt et uariæ significationis comparatiua,species,÷est quæ cu2um intellectu positiui ul¯uel,w19920
species,casanatensis,ut fortissimus gentis ul¯uel populi diminutiua,species,÷est quæ absolute monstrat deminutione2em primitiui,w27504
species,casanatensis,ille ¢qui in co2omparatiuo est diminutiua,species,se sola2am significat qua2amqua2am minor qua2am,w27816
species,casanatensis,tegimen et tegmen a spicis ul¯uel,species,"specimen et si in u·oThough the manuscript has a punctuation sign between ""u"" and ""o"", the morpheme meant is ""uo"" as a whole. desinit",w35127
species,casanatensis,principiu2um municeps ł est et appellatiuoru2um,species,tota greca quæ apud nos ex,w41772
species,casanatensis,grece odysseys latine ulixes est notha,species,id est corrupta ¢quia nec in,w41880
species,casanatensis,longus breuis hæc qualitatis et quantitatis,species,dici potest et adiectiua qm¯quoniam medie,w42090
aliis,casanatensis,dici potest hoc etia2am et in,aliis,diuersis operibus fit partes orationis secundu2um,w741
aliis,casanatensis,"inuicem ŋproThis grapheme looks like a ""p"" with both a bottom-left tail (which would make it a ""ŋ"" grapheme, abbreviation for ""pro"") and a horizontal dash crossing the descending trait (which would make it a ""þ"" grapheme, abbreviation for ""per""). Probably the same hand first wrote the abbreviation for ""per"", than changed his mind and added the bottom-left tail that made it an abbreviation for ""pro"". se posita quæ in",aliis,þpersonis st¯sunt p¯prenomina et in aliis,w6183
aliis,casanatensis,aliis þpersonis st¯sunt p¯prenomina et in,aliis,eadem nomina uel in aliis cognomina,w6201
aliis,casanatensis,in aliis eadem nomina uel in,aliis,cognomina in aliis eadem agnomina ul¯uel,w6216
aliis,casanatensis,nomina uel in aliis cognomina in,aliis,eadem agnomina ul¯uel nomina ul¯uel contra,w6225
aliis,casanatensis,quantitate que adiectiua noscuntur eo quod,aliis,appellatiuis substantia2am significantibus uel etiam ŋpropriis,w6423
aliis,casanatensis,utuntur ŋpro primitiuis uel contra ul¯uel,aliis,specieb;bus ŋpro aliis ut uirgi¯gilius in,w10806
aliis,casanatensis,uel contra ul¯uel aliis specieb;bus ŋpro,aliis,ut uirgi¯gilius in x tot lecti,w10815
aliis,casanatensis,nominatus est sunt nomina quæ in,aliis,nominib;bus st¯sunt patronymica in aliis st¯sunt,w12552
aliis,casanatensis,in aliis nominib;bus st¯sunt patronymica in,aliis,st¯sunt ŋpropria ut timarchides filius timarchi,w12567
aliis,casanatensis,appellatiuis hoc fieri potest ut in,aliis,sint appellatiua ut magnus homo et,w12627
aliis,casanatensis,"penultima2am longa2am hab¯bentThe macron is a horizontal trait crossing the ascending trait of the ""b"" grapheme. et in paucis",aliis,in ¢quibus auctores ŋpro e longu2um,w16011
aliis,casanatensis,tamen hab¯bent possessiua2am significatione2em alia ab,aliis,reb;bus in quib;bus st¯sunt ut collariu2um,w16725
aliis,casanatensis,infra infernus extra externus etia2am ab,aliis,aduerbiis inueniuntur r ante nus habentia,w19251
aliis,casanatensis,denominatiua st¯sunt quæ nominatiuum acceperunt ab,aliis,tantu2um na2am n¯non significant illud quod,w31413
aliis,casanatensis,ante positis saxu2um saxosus spuma spumosus et,aliis,et a participiis quando quarte declinationis,w32019
aliis,casanatensis,"ut uito uitas uitabundusThere is a macron over ""uitābundus"" to mark the vowel's long quantity. sin ab",aliis,"i cor¯orreptum ut ludo ludis ludibundusThe first ""u"" is a scribal correction (written above the line) for ""i"".A breve mark (˘) over the ""i"" (""ludĭbundus"") marks its short quantity.",w40137
aliis,casanatensis,sin a secunda ul¯uel tertia in,aliis,a in aliis i ŋproduc¯ductum hab¯abent,w40968
aliis,casanatensis,ul¯uel tertia in aliis a in,aliis,i ŋproduc¯ductum hab¯abent penulti¯timum ut palliu2um,w40977
operibus,casanatensis,hoc etia2am et in aliis diuersis,operibus,fit partes orationis secundu2um donatu2um rectius,w743
fit,casanatensis,etia2am et in aliis diuersis operibus,fit,partes orationis secundu2um donatu2um rectius octo,w744
fit,casanatensis,nominis significare substantia2am et qualitatem hoc,fit,et in appellatione et in uocabulo,w1830
fit,casanatensis,modis et formis sine casu hoc,fit,et in infinitis idcirco et una,w1914
fit,casanatensis,n¯non intellectu communis substantiæ ul¯uel qualitatis,fit,in qua ŋpropria qualitate etia2am appellatiua,w4407
fit,casanatensis,consonante2em desinit ut sex sextus idq;que,fit,differentie causa ¢quia alia p¯prenomina incipiunt,w5121
fit,casanatensis,ŋpropter excellentia2am nullus in eo error,fit,ï prænomina ab eodem tempore sumpserunt,w5183
fit,casanatensis,euentu ï agnomen aut ab animo,fit,ut magnanimus anchisades dictus est eneas,w5547
fit,casanatensis,aut a uitio aut a uirtute,fit,cu2um eni2im in una þpersona plus,w5964
fit,casanatensis,una est significatio et in appellatiuis,fit,ut terra humus tellus hæc tria,w7194
fit,casanatensis,ensis mucro gladius et in ŋpropriis,fit,ut publius cornelius scipio africanus unu2um,w7242
fit,casanatensis,trionyma uel tetronyma qd¯quod in ŋpropriis,fit,adiectiua species est quæ ŋpropriis uel,w7299
fit,casanatensis,niger corbus altu2um mare hæc co2omparantur,fit,hoc et in ŋpropriis ut gradiuus,w7452
fit,casanatensis,quod in ad ali¢quid dicta n¯non,fit,na2am dici n¯non potest dns¯dominus si,w8079
fit,casanatensis,pleion et ideo apud latinos hoc,fit,¢quia i pura2am penultima2am n¯non ŋproducunt,w15921
fit,casanatensis,sunt ad alique2em participe2em sensu2um positiui,fit,co2omparatio hoc modo ulterior id est,w20109
fit,casanatensis,eni2im ad ultra ul¯uel intra aduerbia,fit,comparatio ex ¢quib;bus deriuati uidentur sed,w20190
fit,casanatensis,sed contra hæc priscianus ait ł,fit,au¯autem co2omparatio uel ad unu2um uel,w22161
fit,casanatensis,est illu2um recipere in his pleru2umq;que,fit,quæ uocales habent ante us utrius,w22446
fit,casanatensis,syllabis continue ponantur nulla interposita consonante,fit,hiatus intolerabilis ut ardu:i·orThe colon-like punctuation mark and the middle dot are used within the word to mark the hiati. pi·i·orMiddle dots are used within the word to mark the hiati. ł,w22695
fit,casanatensis,faciens neu¯neutrum in us quod n¯non,fit,nisi in co2omparatiuis et uidetur a,w24120
fit,casanatensis,sicut diminutiuu2um ¢quia semþper ad alique2em,fit,co2omparatio ut breuior ad breue2em angustior,w27672
fit,casanatensis,unu2um c¯conuenerunt ul¯uel urbanitatis ut unde,fit,ut ille fraterculus esset gigantu2um ul¯uel,w27927
fit,casanatensis,deminutione ut paulus pauxillus pauxillulus ideo,fit,hoc ¢quia ŋprohib¯bet diphthongus post se,w29667
fit,casanatensis,quo capella na2am capra a capro,fit,fem¯eminina habentia e ul¯uel i ante,w30690
fit,casanatensis,"cupidoThere is a macron sign over the ""i"" (""cupīdo"") to mark the vowel's long quantity. excepto formido quod a secunda",fit,sed illius formæ est cuius et,w33765
fit,casanatensis,ut puber pubertas pauþper pauþpertas hoc,fit,et in secunda declinatione ut liber,w36244
fit,casanatensis,cor¯orreptum et adsu2umpta dus sed tunc,fit,in penultima si inter uocales ultimæ,w39591
fit,casanatensis,die sed hoc non in omnibus,fit,na2am a secunda coniugatione in deo,w39843
fit,casanatensis,onus oneris onerosus a metu meticulosus,fit,in tus si sint participialia aut,w40833
partes,casanatensis,et in aliis diuersis operibus fit,partes,orationis secundu2um donatu2um rectius octo sunt,w747
partes,casanatensis,et plures et pauciores dicunt¯tur dicuntur,partes,orationis ¢quia omnis pars plenitudine2em suam,w792
partes,casanatensis,est diuiditur et traditio unicuiq;que qd¯quod,partes,omnino tres st¯sunt est eni2im aco2omparabilis,w870
partes,casanatensis,si ŋpro peccatis et uita imp¯precamur,partes,orationis secundum aristotelem et ceteros dialecticos,w990
partes,casanatensis,þpersonæ ostenditur et ab his ceteræ,partes,origine2em trahunt unde suncategorema id est,w1103
partes,casanatensis,uerbi accipiuntur secundu2um stoicos ¢quinq;que sunt,partes,orationis nomen appellatio uerbu2um ŋpronomen siue,w1296
partes,casanatensis,c¯coniunctiones p¯prepositiuas quida2am dixerunt nouem esse,partes,orationis separantes appellatione2em a nomine alii,w1524
partes,casanatensis,græci et latini pari modo octo,partes,orationis habent sed in hoc discrepant,w1578
partes,casanatensis,iungunt qua2am latini ŋpro parte ponunt,partes,nomen quod greci onoma dicunt ŋpronom¯men,w1653
partes,casanatensis,interiectio qua2am illi dicunt non possunt,partes,discerni a se nisi adtendamus ŋproprietates,w1779
partes,casanatensis,p¯preponitur et postponitur ideo nomen omnes,partes,p¯precedit ¢quia non potest sciri quæcumq;que,w2718
partes,casanatensis,creatura uel res uel etia2am ceteræ,partes,nisi þper suu2um nomen sine nomine,w2757
secundu2um,casanatensis,aliis diuersis operibus fit partes orationis,secundu2um,donatu2um rectius octo sunt secundum plerosq;que,w753
secundu2um,casanatensis,in con nominis et uerbi accipiuntur,secundu2um,stoicos ¢quinq;que sunt partes orationis nomen,w1284
secundu2um,casanatensis,omnibus nomina st¯sunt primigenia nomen et,secundu2um,sonu2um definitur hoc est secundu2um suþperficiem,w2856
secundu2um,casanatensis,et secundu2um sonu2um definitur hoc est,secundu2um,suþperficiem et secundu2um substantia2am hoc est,w2871
secundu2um,casanatensis,definitur hoc est secundu2um suþperficiem et,secundu2um,substantia2am hoc est secundu2um qualitatem sensus,w2880
secundu2um,casanatensis,suþperficiem et secundu2um substantia2am hoc est,secundu2um,qualitatem sensus secundum sonu2um hoc est,w2892
secundu2um,casanatensis,qualitatem sensus secundum sonu2um hoc est,secundu2um,suþperficiem hoc modo dictus in masculino,w2913
secundu2um,casanatensis,in neutro ut tempus dictu2um est,secundu2um,substantia2am hoc est secundu2um qualitate2em sensus,w2991
secundu2um,casanatensis,dictu2um est secundu2um substantia2am hoc est,secundu2um,qualitate2em sensus hoc modo ponitur nomen,w3003
secundu2um,casanatensis,a tribuendo quod nemein dicunt ï,secundu2um,donatu2um et ceteros sex st¯sunt accidentia,w4077
secundu2um,casanatensis,comparatio genus numerus figura casus ï,secundu2um,priscianu2um quinq;que species genus numerus figura,w4125
secundu2um,casanatensis,fuerunt uirgilii ï propria qualitas separatim,secundu2um,grecos duas species cognomen et agnomen,w4699
secundu2um,casanatensis,duas species cognomen et agnomen ï,secundu2um,latinos quattuor p¯prenomen nomen cognomen agnomen,w4716
secundu2um,casanatensis,romanus sit absq;que p¯prenomine ï nomen,secundu2um,donatu2um et isidoru2um et plurimos ostendit,w5295
secundu2um,casanatensis,similitudinem patris aui ul¯uel ŋproaui ï,secundu2um,priscianu2um nomen est ŋpropriu2um unius cuiusq;que ut,w5406
secundu2um,casanatensis,unius cuiusq;que ut paulus petrus ï cognomen,secundu2um,donatu2um et plerosq;que cognomentu2um est ŋpropriæ,w5436
secundu2um,casanatensis,et appellatur ut paulus petrus ï,secundu2um,priscianu2um cognationis co2ommune ut superius dictu2um,w5484
secundu2um,casanatensis,quæ deriuatur a ŋpropriis nominibus patru2um,secundu2um,greca2am forma2am ex ¢quib;bus suæ generationis,w12132
secundu2um,casanatensis,ut priamides priamis peliades pelias et,secundu2um,"analogia2amThe grapheme ""a"" and the abbreviation mark over it were written above the line. æneades feminino æneas facere debuerat",w14055
